Topic,Count,Name,CustomName,Representation,OpenAI,Representative_Docs
9,5957,9_migrationspolitik_migration_asylrecht_migranten,Migrations- und Asylpolitik,"['migrationspolitik', 'migration', 'asylrecht', 'migranten', 'zuwanderung', 'abschiebung', 'asylverfahren', 'flüchtlinge', 'asylsystem', 'asylbewerber']",['Migrations- und Asylpolitik'],"['der nämlich auch noch in Marrakesch verabschiedet werden soll, wo ganz klar von Resettlement-Programmen, also Neuansiedlungsprogrammen, die Rede ist, und bei dem das Thema Flüchtlinge separiert vom Thema Migration behandelt wird? Wir haben also zweimal das Thema Globaler Pakt für Migration und einmal das Thema Globaler Pakt für Flüchtlinge, über den leider in der Öffentlichkeit viel zu wenig gesprochen wurde, der aber Thema der Aktuellen Stunde nachher ist. Nehmen Sie zur Kenntnis, dass es sich eben nicht dreimal um das gleiche Thema dreht?', 'Schlimmer noch: Unsere identischen Forderungen nach Grenzkontrollen, nach Abschiebungen, nach Begrenzung der Migration haben Sie jahrelang verteufelt.', 'Die irreguläre Migration muss runter- und wird runtergehen, und die reguläre Migration muss und wird hochgehen, liebe Kolleginnen und Kollegen.']"
10,5872,10_präsidentin_präsident_geehrte_herzlichen,Ansprachen und Grußworte im Parlament,"['präsidentin', 'präsident', 'geehrte', 'herzlichen', 'rede', 'damen', 'geehrten', 'verehrte', 'herr', 'kollegin']",['Anrede in Reden'],"['Sehr geehrte Frau Präsidentin! Liebe Kolleginnen und Kollegen! Meine Damen und Herren!', 'Sehr geehrte Frau Präsidentin! Liebe Kolleginnen und Kollegen!', 'Sehr geehrte Frau Präsidentin! Liebe Kolleginnen und Kollegen!']"
11,4810,11_rentenpolitik_grundrente_renten_rente,Altersversorgung und Rentenreformen,"['rentenpolitik', 'grundrente', 'renten', 'rente', 'rentenversicherung', 'altersversorgung', 'altersvorsorge', 'erwerbsminderungsrente', 'grundsicherung', 'rentenniveau']",['Rentenreform und Altersarmut'],"['Erstens. Die Renten in Deutschland sind viel zu niedrig. Die durchschnittlich ausgezahlte Rente aller gut 21\xa0Millionen Rentnerinnen und Rentner beträgt aktuell nur 1\u202f048\xa0Euro, und da sind die Witwenrenten schon mit drin. Aber 80\xa0Prozent der Rentnerinnen und Rentner erhalten nur eine einzige Rente, und die liegt im Schnitt nur bei 949\xa0Euro. Damit haben zwar nur wenige Menschen Anspruch auf Grundsicherung oder Wohngeld; aber ein würdevolles Leben im Alter ist damit nicht möglich. Steigende Mieten und Mehrausgaben während der Pandemie drängen diese Menschen an den Rand, und der Sozialstaat lässt sie nach einem harten Arbeitsleben oft im Stich.', 'perspektivisch die gesetzliche Rentenversicherung. Darum geht es.', 'Sehr geehrter Herr Präsident! Meine Damen und Herren! Riester-Rente, Rürup-Rente, Sockelrente, Zuschussrente, solidarische Lebensleistungsrente, Solidarrente, Nahles-Rente, Flexirente, Plus-Rente, Respektrente, Basisrente, Garantierente und aktuell die sogenannte Grundrente\xa0– Chaos pur.']"
12,4379,12_ukraine_wladimir_russland_ukrainische,Russlands Angriff auf die Ukraine,"['ukraine', 'wladimir', 'russland', 'ukrainische', 'ukrainischen', 'russlands', 'russische', 'russischen', 'putins', 'moskau']",['Russlands Angriffskrieg gegen die Ukraine'],"['Wir geben damit auch das klare Versprechen ab: Wenn sich die Situation verschlechtern sollte, werden wir mehr machen und auch nachlegen. Denn die Ukraine verteidigt die Freiheit in Europa. Die Ukraine verteidigt unsere Freiheit in Europa. Unsere Solidarität mit der Ukraine ist ungebrochen, und wir werden dafür sorgen, dass Wladimir Putin diesen Krieg nicht gewinnt. Darauf können sich die Menschen in der Ukraine und in Europa verlassen.', 'Und dennoch hat Putin, obwohl er die Offensive in den letzten Tagen deutlich erhöht hat, seine Kriegsziele nicht erreicht. Und das liegt an der Ukraine, an der Art, wie die Ukraine durchhält, wie sie kämpft. Die Zeit läuft mit jedem weiteren Tag gegen Putin. Die Menschen in der Ukraine kämpfen und verteidigen ihr Land, ihre Demokratie, ihre Freiheit. Russland muss diesen Krieg sofort stoppen und alle Kampfhandlungen einstellen. Das ist eine wichtige Forderung Europas, aller, der Weltgemeinschaft, auch nach fast 100\xa0Tagen Krieg, meine Damen und Herren.', 'Diejenigen, die das Narrativ Putins verbreiten, Russland sei vom Westen bedroht worden und hätte sich mit dem Angriff auf die Ukraine doch nur seiner erwehren müssen, und diejenigen, die von der Ukraine Kompromisse erwarten, sind die, die bereit sind, die Ukraine zu opfern. Und wer der Ukraine Waffen, militärisches Material verwehrt, der spricht der Ukraine schlicht das Recht auf Selbstverteidigung ab.']"
13,3975,13_ddr_nationalsozialismus_diktatur_ostdeutschland,DDR-Aufarbeitung und Erinnerungskultur,"['ddr', 'nationalsozialismus', 'diktatur', 'ostdeutschland', '1989', 'wiedervereinigung', 'erinnerungskultur', 'sozialismus', 'ostdeutsche', 'ostdeutschen']",['Aufarbeitung der DDR-Diktatur'],"['Erst vor 30\xa0Jahren gingen die Menschen in der DDR auf die Straße. Sie riskierten ihr Leben; denn sie wollten in Freiheit leben. Sie waren die Mutigen, die die kommunistische Diktatur überwanden. Die DDR hat mit ungeheuerlicher Akribie bespitzelt, durchleuchtet und fein säuberlich dokumentiert. Diese Dokumente zu erforschen, ist längst nicht abgeschlossen. Das Wissen darum, wie perfide die DDR funktionierte, ist kein regionales Thema. Es geht uns alle an, in Nord und Süd, in Ost und West!', 'Sehr geehrter Herr Präsident! Sehr geehrte SED-Opferbeauftragte Frau Zupke! Liebe Kolleginnen und Kollegen! Liebe Gäste! Wir erinnern in dieser Woche zum 70.\xa0Mal an den Volksaufstand vom 17.\xa0Juni 1953, und wir gedenken der Opfer der blutigen Niederschlagung durch sowjetische Panzer. Unter dem Eindruck der Gewalt vom 17.\xa0Juni ist der Mut der Menschen, die 1989 auf die Straße gegangen sind, noch beeindruckender. Der Wunsch nach Freiheit und Demokratie lässt sich\xa0– damals wie heute\xa0– nicht von Panzern zerstören.', 'Erinnerungskultur hört 1945 nicht auf. Die Aufarbeitung der SED-Diktatur anhand der Stasiunterlagen muss weitergehen\xa0– an Orten wie dem Campus für Demokratie auf dem Gelände der ehemaligen Stasizentrale hier in Berlin, aber auch an den Orten der größten deutschen Demokratiebewegung, der Friedlichen Revolution in der DDR.']"
14,3921,14_pandemiebekämpfung_coronakrise_coronapandemie_coronavirus,Pandemiebekämpfung und Grundrechtseinschränkungen,"['pandemiebekämpfung', 'coronakrise', 'coronapandemie', 'coronavirus', 'pandemie', 'covid', 'corona', 'infektionsschutzgesetz', 'epidemische', 'epidemischen']",['Pandemie und Infektionsschutzmaßnahmen'],"['Herr Präsident! Meine Damen und Herren! Wir sprechen heute über die Aufrechterhaltung oder Aufhebung der sogenannten epidemischen Lage von nationaler Tragweite. Natürlich ist das zunächst ein gesundheitspolitisches Thema, und deswegen ist es auch gut, dass aus Sicht der Gesundheitspolitiker hier darüber gesprochen wird.', 'Und ich habe genannt, was eben nicht mehr möglich ist, wenn Sie die epidemische Lage von nationaler Tragweite nicht wieder aktivieren: Es ist so, dass die Fitnessstudios offen bleiben; die können Sie nicht schließen. Sie können auch nicht die Schwimmhallen schließen. Sie können viele andere Dinge nicht tun. Mit der Feststellung der epidemischen Lage von nationaler Tragweite wäre dies möglich gewesen.', 'Wir beantragen hiermit, meine Damen und Herren, dass der Deutsche Bundestag feststellt, dass nach §\xa05 Absatz\xa01 Satz\xa02 des Infektionsschutzgesetzes die Voraussetzungen einer epidemischen Lage von nationaler Tragweite nicht mehr vorliegen.']"
15,3873,15_frauenanteil_frauen_frau_gleichberechtigung,Geschlechtergleichstellung und Gewalt gegen Frauen,"['frauenanteil', 'frauen', 'frau', 'gleichberechtigung', 'geschlechter', 'gleichstellung', 'frauenhäuser', 'diskriminierung', 'quote', 'kolleginnen']",['Geschlechtergleichstellung und Gewaltprävention'],"['Frauen führen, gestalten und organisieren friedliche Proteste, und sie solidarisieren sich mit anderen Frauen weltweit für ihr gemeinsames Ziel: eine gerechte Gesellschaft, die zusammenhält und die Gleichstellung von Männern und Frauen verwirklicht.', 'Vielen Dank.\xa0– Sehr geehrte Präsidentin! Sehr geehrte Frau Ministerin, ich habe eine Nachfrage mit Blick auf das Thema Gewalt gegen Frauen; das hat eine sehr komplexe Breite. Es gibt die eine Säule, aber es gibt auch Gewalt gegen Frauen im häuslichen Bereich. Es gibt sexualisierte Gewalt; darauf haben Sie sich auch im Zusammenhang mit dem Rammstein-Skandal bezogen. Auch dort gibt es eine Relativierung von Gewalt gegen Frauen. Studien zeigen das auch. Was tun Sie konkret, um hier präventiv zu wirken, um Frauen und Kinder zu schützen?', 'Das Aktionsprogramm zur Prävention und Unterstützung für von Gewalt betroffene Frauen und Kinder kann der Bund nur gemeinsam mit den Ländern und Kommunen voranbringen. Deshalb ist der von der Bundesministerin einberufene Runde Tisch gegen Gewalt an Frauen genau der richtige Ansatz. Ein Programm ohne die Länder und Kommunen würde zu keinem Erfolg führen. Der Runde Tisch sowie das im Jahre\xa02019 aufgelegte Bundesförderprogramm „Gemeinsam gegen Gewalt an Frauen“ sind zwei wichtige Bausteine des Aktionsprogramms. Ziele des Runden Tisches von Bund, Ländern und Kommunen sind der bedarfsgerechte Ausbau von Frauenhäusern, die Errichtung digitaler Strukturen, die eine verbesserte Koordinierung von freien Plätzen ermöglichen, und ambulante Hilfs- und Betreuungseinrichtungen für von Gewalt betroffene Frauen und ihre Kinder.']"
16,3793,16_elektromobilität_elektroautos_automobilindustrie_autoindustrie,Transformation der Automobilindustrie,"['elektromobilität', 'elektroautos', 'automobilindustrie', 'autoindustrie', 'verbrennungsmotoren', 'diesel', 'kraftstoffe', 'autos', 'kraftstoffen', 'auto']",['Transformation der Automobilindustrie'],"['dann würden Sie doch mit uns gemeinsam dafür sorgen, dass wir morgen noch Autos in alle Welt verkaufen. Die Hälfte der Absatzmärkte der deutschen Automobilindustrie setzt mittlerweile auf batteriebetriebene Elektromobilität. Ich will künftig auch noch deutsche Autos\xa0– Sie offensichtlich lieber kalifornische oder chinesische. Das ist der Unterschied zwischen uns.', 'Wir stehen zum Automobilstandort Deutschland. Dazu gehört auch, dass wir Spitzentechnologien nicht einfach aufgeben. Die Automobilindustrie ist im Wandel. Das ist der Weg auch hin zur Elektromobilität, aber es hängen auch viele, viele Arbeitsplätze vom Verbrennungsmotor ab. Der Verbrennungsmotor ist deutsche Hochtechnologie, und ich will nicht, dass wir Hochtechnologie in Deutschland einfach aufgeben. Die Batterieelektrik ist ein Weg, aber das ist nicht der einzige Weg; wir brauchen auch die synthetischen Kraftstoffe. Ich will, dass der Verbrennungsmotor CO2-frei weiterbetrieben wird und Arbeitsplätze und Hightech in Deutschland sichert.', 'Der zweite Redner der AfD sagte gerade eben: Wir bekennen uns zur Automobilindustrie und zum Verbrennungsmotor. Wir sagen: Technologieoffenheit ist wichtig. Deshalb hat Effizienz beim Verbrennungsmotor genauso seine Berechtigung wie Elektromobilität, wie Wasserstoff, wie synthetische Kraftstoffe. Das ist unser Weg. Aber nehmen Sie doch bitte zur Kenntnis, dass die deutsche Automobilindustrie\xa0–\xa0–']"
17,3656,17_gesetzentwurf_gesetzentwurfs_gesetzes_gesetze,Gesetzesverabschiedung und Änderungsanträge,"['gesetzentwurf', 'gesetzentwurfs', 'gesetzes', 'gesetze', 'gesetz', 'zustimmen', 'zustimmung', 'vorgelegt', 'entwurf', 'gutes']",['Gesetzesverabschiedung und Zustimmung'],"['Meine Damen und Herren, daher bitte ich Sie um Zustimmung zu diesem Gesetzentwurf.', 'um diesen Gesetzentwurf zu einem wirklich guten Gesetz zu machen.', 'Vor allem kann man diesem Gesetzentwurf zustimmen, weil:']"
18,3562,18_bundesbank_europa_euro_staatsanleihen,Europäische Währungs- und Bankenpolitik,"['bundesbank', 'europa', 'euro', 'staatsanleihen', 'kredite', 'finanzkrise', 'europäischen', 'bankenunion', 'währungsunion', 'europäische']",['Europäische Finanzpolitik und Bankenregulierung'],"['Ich möchte dem Bundesfinanzminister Olaf Scholz ausdrücklich für die Fortschritte auf dem letzten Ecofin-Gipfel danken. Das jetzt vereinbarte Bankenpaket enthält strengere Kapitalvorschriften für Banken. Vor der Krise lag die Höhe des haftenden Eigenkapitals bei manchen Banken bei nicht mal 2\xa0Prozent. Heute müssen große Banken 8\xa0Prozent Eigenkapital vorhalten. Das ist ein Meilenstein. Auch das war nur gemeinsam in Europa möglich. Mit der Weiterentwicklung des Europäischen Stabilitätsmechanismus wird die Bankenunion zusätzlich gestärkt. Der Europäische Stabilitätsmechanismus soll die Funktion der Letztsicherung für den europäischen Bankenabwicklungsfonds übernehmen. Auch das wird die Banken Europas vor zukünftigen Krisen sicherer machen.', 'Worum geht es? Target-Salden bzw. Target2-Salden entstehen im Target-System. Das Target-System ist ein System für Zahlungen in Echtzeit im Euro-Raum. Diesem System liegen Zahlungen aus Warenverkäufen, aus dem Kauf von Wertpapieren, aus der Gewährung oder Tilgung von Darlehen, aus der Geldanlage bei Banken und vielem mehr zugrunde. Dadurch entstehen positive und negative Salden auf Verrechnungskonten der nationalen Notenbanken bei der EZB. Das ist deshalb so, weil wir ein zweistufiges System von EZB und nationalen Notenbanken eingerichtet haben. Daran will auch keiner rütteln.', 'Über 130\xa0Banken sind von der EZB geprüft worden. 25\xa0Banken haben eine Kapitalunterdeckung aufgewiesen. Diese 25\xa0Banken haben Kapital herangeschafft, sodass es zu einer Risikominderung gekommen ist.']"
19,2949,19_forschungsförderung_wissenschaftsfreiheit_wissenschaft_wissenschaftlern,Wissenschaftspolitik und Forschungsförderung,"['forschungsförderung', 'wissenschaftsfreiheit', 'wissenschaft', 'wissenschaftlern', 'wissenschaftliche', 'wissenschaftlichen', 'grundlagenforschung', 'forschungseinrichtungen', 'wissenschaftszeitvertragsgesetz', 'wissenschaftler']",['Forschungsförderung und Wissenschaftsfreiheit'],"['Unser Grundgesetz sagt: Wissenschaft, Forschung und Lehre sind frei.\xa0– Unser Koalitionsvertrag sagt: Wissenschaft, Forschung und Lehre haben Priorität.\xa0– Und ich sage zum vorliegenden Haushalt\xa02018: Wissenschaft, Forschung und Lehre brauchen und bekommen in den nächsten Jahren auch mehr Geld. Dabei setze ich auf Ihr Verhandlungsgeschick, Frau Ministerin. Uns, die SPD, haben Sie da an Ihrer Seite. Liebe Frau Ministerin, das ist kein leeres Versprechen, das wissen Sie, sondern das ist ein Milliardenversprechen; denn kein Geringerer als Olaf Scholz ist da eingesprungen, wo Ihre Vorgängerin leider erfolglos geblieben ist. Er stellt jetzt 2,4\xa0Milliarden Euro für den DigitalPakt zur Verfügung.', 'Sehr geehrter Herr Präsident! Sehr geehrte Kolleginnen und Kollegen! Liebe Gäste auf den Tribünen! Es ist kein Zufall, dass ich wie Kollegin\r\n                    Staffler meine Rede mit dem Grundgesetz, Artikel\xa05 Absatz\xa03 Satz\xa01, beginnen will: „…\xa0Wissenschaft, Forschung und Lehre sind frei.“ Auch im Pakt für Forschung\r\n                    und Innovation in Europa ist dieses essenzielle Prinzip der Wissenschaft verankert. Und ja, selbst im Wahlprogramm der antragstellenden Partei heißt es auf\r\n                    Seite\xa0154: „Autonomie der Hochschulen stärken, Freiheit von Forschung und Lehre bewahren“. Das klingt in allen drei Fällen gut, ist aber nur in den ersten\r\n                    beiden Beispielen wirklich der Fall.', 'Wissenschaft und Forschung werden uns auch aus dieser Krise herausinnovieren.']"
20,2812,20_kommunen_kommunalen_städtebauförderung_kommunale,Kommunale Finanzhilfen und Unterstützung,"['kommunen', 'kommunalen', 'städtebauförderung', 'kommunale', 'kommunaler', 'kommune', 'gemeinden', 'städten', 'städte', 'stadt']",['Finanzielle Unterstützung für Kommunen'],"['Damit die Kommunen nicht allein von diesen Steuern abhängig sind und damit nicht starke Kommunen viel und andere Kommunen wenig bekommen, müssen die Kommunen einen Teil dieser kommunalen Steuereinnahmen abgeben, und zwar an Bund und Länder; bei der Gewerbesteuer ist das die sogenannte Gewerbesteuerumlage. Im Gegenzug werden die Kommunen an Steuern beteiligt, die Bund und Länder bekommen, beispielsweise an der Einkommensteuer\xa0– Herr Tebroke hat darauf hingewiesen\xa0– oder auch an der Umsatzsteuer. Das ist grundsätzlich ein gutes System, weil es einerseits die eigenen Einnahmen sichert und andererseits die kommunalen Finanzen stabilisiert, ohne sie allein von der Konjunktur abhängig zu machen.', 'Das hilft den Kommunen finanziell; denn meistens sind diese Gebäude in kommunalem Eigentum; damit profitieren davon auch Kommunen. In ländlichen\r\n                    Regionen gibt es immer noch schrumpfende Städte und Gemeinden. Wenn diese pro Kopf finanziert werden, dann hilft es den Kommunen, wenn Menschen endlich wieder\r\n                    dort hinziehen.', 'Wir reden nämlich mit den Kommunen und nicht über die Kommunen.']"
21,2804,21_impfpflicht_impfungen_impfstoffen_impfstoffe,Impfpflicht und Impfstrategien,"['impfpflicht', 'impfungen', 'impfstoffen', 'impfstoffe', 'impfstoff', 'impfkampagne', 'impfdosen', 'impfung', 'impfquote', 'impfpass']",['COVID-19 Impfpflicht Debatte'],"['Eine allgemeine Impfpflicht würde gegen die Omikron-Welle im Augenblick nichts mehr nutzen. Es sind Fragen offen, die zwingend beantwortet werden müssen. Wer eine Pflicht festlegt, muss sie zwingend konkretisieren: Wie soll eine Impfpflicht aussehen? Mit welchen Impfstoffen und in welchen Abständen gegen welche Varianten soll eine Impfpflicht verpflichtend sein?', 'Ich sage auch das jetzt noch mal ganz deutlich: Es muss hier um die Impfpflicht für alle Erwachsenen gehen, nicht ab irgendeiner willkürlichen Altersgrenze. Denn alle Menschen, egal welchen Alters, übertragen das Virus stärker, wenn sie ungeimpft sind. Es reicht nicht mehr, mit kosmetischen Eingriffen die schweren Verläufe zu drücken. Wir arbeiten hier an der Herdenimmunität, und deswegen nehme ich Sie jetzt in die Pflicht: Lassen Sie sich impfen\xa0– für die Kinder, die Jugendlichen, für unsere Freiheit! Ich kämpfe für die allgemeine Impfpflicht ab 18. Denn Impfen darf keine Individualentscheidung mehr sein. Es ist keine.', 'Erstens. Die einrichtungsbezogene Impfpflicht wurde nach dem Scheitern der allgemeinen Impfpflicht nicht zurückgezogen.']"
22,2671,22_religionsfreiheit_weltanschauungsfreiheit_islamismus_religionen,Religions- und Weltanschauungsfreiheit,"['religionsfreiheit', 'weltanschauungsfreiheit', 'islamismus', 'religionen', 'religions', 'religionsgemeinschaften', 'religiösen', 'religiöse', 'rechtsextremismus', 'religion']",['Religionsfreiheit und Extremismus'],"['Der Islamismus ist eine Bedrohung für die Freiheit. Frau Kaddor hat es zu Recht gesagt: Die meisten Opfer islamistischen Terrors und islamistischer Gewalt sind Muslime. In Syrien, in der Türkei, im Irak, in Afghanistan, aber auch in den Vereinigten Staaten von Amerika und in der Europäischen Union sind immer wieder auch Musliminnen und Muslime Opfer islamistischer Gewalt. Islamismus greift nicht nur die Freiheit hier bei uns an; er unterdrückt da, wo er es kann, in erster Linie Menschen muslimischen Glaubens. Die Bürgerinnen und Bürger des Iran, in Afghanistan oder auch im Gazastreifen müssen das seit Jahren leidvoll ertragen. Auch deshalb ist es völlig fehlgeleitet, die notwendige Debatte über den Islamismus mit Hass und Hetze gegen Musliminnen und Muslime zu verknüpfen.', 'Sehr geehrte Kolleginnen und Kollegen, Religion ist etwas sehr Privates und gleichzeitig höchst politisch. Das erleben wir jeden Tag in den Debatten hier im Bundestag, in Deutschland und weltweit. Ich bin konfessionslos. Die Religionsfreiheit ermöglicht mir diese Entscheidung. Sich gegen eine Religion zu entscheiden, ist genauso Ausdruck der Religionsfreiheit, wie sich für eine Religion zu entscheiden.', 'Vorletzte Wochen haben Sie hier einen Antrag zum Thema Religionsfreiheit eingebracht. Da ging es nur um die Religionsfreiheit von Christinnen und Christen. Ich finde, Religionsfreiheit für Christinnen und Christen eine wunderbare Sache, aber wenn man sie nur für Christinnen und Christen will, dann hat man Religionsfreiheit gerade nicht verstanden. Ich stelle fest: Es geht Ihnen nicht um Religionsfreiheit, sondern Sie missbrauchen die Religionsfreiheit hier wieder, um gegen Muslime vorzugehen.']"
23,2405,23_ampelkoalition_ampelregierung_ampel_ampelfraktionen,Ampelkoalition und Regierungsmaßnahmen,"['ampelkoalition', 'ampelregierung', 'ampel', 'ampelfraktionen', 'wenn', 'aber', 'politik', 'denn', 'doch', 'dass']",['Ampelkoalition und politische Krise'],"['Doch was tut die Ampel, um der Unterwanderung unserer Demokratie durch ausländische Regime etwas entgegenzusetzen? Bisher schaut die Ampel vor allem untätig zu. Deutschland wurde beispielsweise von der FATF aufgefordert, Maßnahmen gegen das sogenannte Hawala-Banking zu ergreifen. Das nutzen auch Islamisten, um das Bankensystem zu umgehen. Was hat die Ampel bisher dazu getan? Nichts! Stattdessen befindet sich die Ampel in einem Blindflug.', 'Aber der Kabinettszeitplan ist der Kabinettszeitplan der Ampel; der Parlamentszeitplan ist der Parlamentszeitplan der Ampel. Wir haben zu keiner Zeit irgendetwas verzögert. Im Gegenteil: Es waren die Arbeitsministerinnen und ‑minister der Union, die vor einer Woche an Sie als Fraktionen der Ampel geschrieben haben, um welche grundsätzlichen Bedenken es ging.', 'Damit nimmt sich die Ampelkoalition tatsächlich eine Ampel zum Vorbild: Bei einer Ampel sieht man häufig Rot und Grün, und bei Gelb hält sowieso niemand.']"
24,2312,24_pflegebedarf_pflegeversicherung_pflegeeinrichtungen_pflegebedürftigen,Pflege und Arbeitsbedingungen,"['pflegebedarf', 'pflegeversicherung', 'pflegeeinrichtungen', 'pflegebedürftigen', 'pflegebedürftige', 'pflege', 'pflegekräften', 'pflegepersonal', 'pflegekräfte', 'pflegebonus']",['Pflegereform und Arbeitsbedingungen'],"['Zweitens. Auch in der ambulanten Pflege haben wir dramatische Probleme. Denn hier hängt es oft vom Geldbeutel der Familien ab, welche Pflege überhaupt in Anspruch genommen werden kann. Wir müssen davon ausgehen, dass es in der häuslichen Pflege oft zu einer massiven Unterversorgung mit professioneller Pflege kommt. Wir dürfen die pflegebedürftigen Menschen und ihre Familien nicht länger alleinlassen.', 'Ich komme zum Schluss.\xa0– Pflege ist ein wesentlicher Teil der öffentlichen Daseinsvorsorge. Deshalb arbeiten wir als SPD mit aller Kraft an guten Tarifbedingungen: für mehr Personal und vor allem für gute Arbeitsbedingungen in der Pflege; denn das verdient die Pflege.', 'Pflege muss gut sein, Pflege muss armutsfest sein, und die Finanzierung muss gerecht sein!']"
25,2281,25_cdu_union_unionsfraktion_csu,CDU/CSU-Fraktion Positionen und Anträge,"['cdu', 'union', 'unionsfraktion', 'csu', 'fraktion', 'doch', 'antrag', 'aber', 'uns', 'wir']",['CDU/CSU-Fraktion Anträge und Positionen'],"['So, liebe Kolleginnen und Kollegen von der Union:', 'Weiter zum Antrag der CDU/CSU. Sie schreiben hier:', 'Das ist das, was wir als CDU/CSU-Fraktion wollen.']"
26,2035,26_hartz_arbeitslosengeld_arbeitslosen_arbeitslosigkeit,Hartz-IV und soziale Absicherung,"['hartz', 'arbeitslosengeld', 'arbeitslosen', 'arbeitslosigkeit', 'arbeitslosenversicherung', 'langzeitarbeitslosen', 'langzeitarbeitslose', 'langzeitarbeitslosigkeit', 'arbeitslos', 'grundsicherung']",['Hartz IV und Existenzsicherung'],"['Hartz\xa0IV ist dafür nicht geeignet. Deswegen wollen wir Grüne Hartz\xa0IV überwinden durch eine Garantiesicherung, die das Existenzminimum in allen Lebenslagen garantiert, durch einen höheren Regelsatz und so, dass diejenigen, die erwerbstätig sind, dann auch spürbar mehr Einkommen haben als heute. Hartz\xa0IV überwinden!', 'Sehr geehrte Frau Präsidentin! Liebe Kolleginnen und Kollegen! Seit der Einführung von Hartz\xa0IV wird sehr kontrovers über Hartz\xa0IV gestritten. Einige diffamieren Hartz\xa0IV als Synonym für den sozialen Zerfall in Deutschland, aber nichts ist falscher als das. Wir sagen, dass sich das Grundprinzip von Hartz\xa0IV\xa0– Fördern und Fordern\xa0– bewährt hat und dass sich die Erfolge sehen lassen können.', 'wie: Weg mit Hartz IV! Weg, weg, weg!']"
27,1946,27_digitalpolitik_digitalministerium_digitalisierung_digitalminister,Digitalisierung und Digitalpolitik,"['digitalpolitik', 'digitalministerium', 'digitalisierung', 'digitalminister', 'digitale', 'digitalstrategie', 'verwaltungsdigitalisierung', 'digital', 'digitales', 'digitalen']",['Digitale Transformation und Verwaltung'],"['und nutzen Sie die Chancen der Digitalisierung!', 'Und dann wären da noch unsere Magenta-Sozialisten. Ihr Antrag konnte immerhin zeigen, dass die Bundesregierung weder Ahnung von Bildung noch von Digitalisierung hat. Die Sau, die Sie hier allerdings wieder durchs Dorf treiben, heißt „Digitalisierung first, Bedenken second“. Sie betreiben die Digitalisierung um der Digitalisierung willen. Sie machen in Ihrem Antrag aber einen schweren Fehler: Sie wollen nämlich rennen, bevor Sie überhaupt laufen können.', 'Ein solches Projektmanagement bräuchte es zum Beispiel beim Thema Digitalisierung. Liebe Kollegen der FDP, Sie haben wie wir gefordert, dass es in dieser Legislaturperiode ein Digitalministerium braucht. Bis heute wissen wir bei ganz vielen digitalen Themen nicht einmal, wer den Hut aufhat, wer wofür zuständig ist. Herr Wissing kann es uns nicht sagen, die Bundesregierung kann es nicht sagen. Frau Ministerin Stark-Watzinger, für so viele Ihrer Themen brauchen Sie Digitalisierung, brauchen Sie digitale Innovationen.']"
28,1865,28_türkei_türkische_türkischen_erdogans,Türkei und EU-Außenpolitik,"['türkei', 'türkische', 'türkischen', 'erdogans', 'erdogan', 'türken', 'nato', 'istanbul', 'syrien', 'nordsyrien']",['Türkei-NATO-Außenpolitik'],"['Wir haben in den letzten Jahren in Reden von Erdogan in der Türkei immer wieder gehört, dass die Europäische Union die Türkei ja eigentlich gar nicht wolle und dass deswegen die Türkinnen und Türken darauf angewiesen seien, sich auf Erdogan und die AKP zu verlassen, wenn es um ihre Zukunft gehe. Dies ist eine Legende, die Erdogan vielleicht auch deshalb erzählt, weil jemand, der so regiert wie er, letztlich selbst am meisten Angst davor haben muss, dass die Europäische Union eines Tages möglicherweise dichter an die Türkei heranrückt. Das würde nämlich bedeuten: Kopenhagener Kriterien, Unabhängigkeit der Gerichte, Pluralismus, Demokratie, Meinungsfreiheit. Wer so regiert wie Präsident Erdogan, muss befürchten, dass unter diesen Bedingungen eines Tages der Staatsanwalt vielleicht auch bei ihm zu Hause anklopft und nachsieht, was dort so alles ist. Deswegen glaube ich, dass die Legende, die er erzählt, Europa wolle die Türkei nicht, in Wirklichkeit sein Programm ist, damit er selbst nicht zu dicht mit den europäischen Werten konfrontiert wird.', 'Wenn Sie heute Haltung beweisen wollen, dann stimmen Sie unserem Vorschlag zu. Solange die Türkei die staatliche Integrität Syriens verletzt, solange die Türkei auf deutschem Boden für Angriffskriege beten lässt, solange die Türkei uns mit Flüchtlingen erpresst, so lange müssen die Entwicklungsleistungen an die Türkei maximal gestrichen werden.', 'Die Türkei\xa0– immer noch unser Verbündeter als NATO-Mitglied\xa0– hat bereits in Afrin völkerrechtswidrig gehandelt und aus unserer bemerkenswerten Reaktion gelernt: Wir haben weiter Rüstungsgüter in die Türkei exportiert. Wir haben die EU-Beitrittsgespräche nicht abgebrochen. Wir haben nicht entschieden auf die Fehler unseres Verbündeten Türkei reagiert. Erdogan hat daraus den Schluss gezogen, dass er so weitermachen kann wie bisher.']"
29,1850,29_fdp_partei_fraktion_zustimmen,FDP-Politik und Anträge,"['fdp', 'partei', 'fraktion', 'zustimmen', 'koalition', 'lieber', 'sehr', 'ihre', 'ihnen', 'schon']",['FDP-Partei und Koalitionspolitik'],"['In einem Punkt, liebe Kolleginnen und Kollegen von der FDP, sind wir uns dann aber vermutlich einig.', 'Ich kann Ihnen nur empfehlen: Orientieren Sie sich am Kollegen von der FDP,', 'Ja, liebe Kolleginnen und Kollegen von der FDP,']"
